代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列,排列评分
518660,20250627,7.355167,7.3674,7.400855,7.432676,-0.065276,-0.8782,-0.012233,温和空头排列,-0.3
518660,20250626,7.387,7.3964,7.426491,7.444295,-0.047895,-0.6434,-0.0094,温和空头排列,-0.3
518660,20250625,7.388833,7.402867,7.439382,7.448224,-0.045357,-0.609,-0.014034,微弱空头排列,-0.05
518660,20250624,7.404833,7.421333,7.455455,7.453343,-0.03201,-0.4295,-0.0165,震荡排列,0.0
518660,20250623,7.444667,7.454,7.475364,7.460405,-0.006405,-0.0859,-0.009333,震荡排列,0.0
518660,20250620,7.4465,7.4634,7.477891,7.458919,0.004481,0.0601,-0.0169,震荡排列,0.0
518660,20250619,7.472667,7.4924,7.486273,7.460148,0.032252,0.4323,-0.019733,微弱多头排列,0.05
518660,20250618,7.500833,7.5142,7.489909,7.458586,0.055614,0.7456,-0.013367,温和多头排列,0.3
518660,20250617,7.524,7.518,7.485909,7.4519,0.0661,0.887,0.006,温和多头排列,0.3
518660,20250616,7.549333,7.517333,7.482455,7.444371,0.072962,0.9801,0.032,温和多头排列,0.3
518660,20250613,7.521667,7.4852,7.464273,7.429105,0.056095,0.7551,0.036467,温和多头排列,0.3
518660,20250612,7.448333,7.4356,7.435364,7.408457,0.027143,0.3664,0.012733,微弱多头排列,0.05
518660,20250611,7.405667,7.416467,7.421291,7.395719,0.020748,0.2805,-0.0108,震荡排列,0.0
518660,20250610,7.405333,7.423,7.4184,7.38899,0.03401,0.4603,-0.017667,微弱多头排列,0.05
518660,20250609,7.428833,7.441667,7.419818,7.384195,0.057472,0.7783,-0.012834,温和多头排列,0.3
518660,20250606,7.468833,7.461133,7.423618,7.380781,0.080352,1.0887,0.0077,温和多头排列,0.3
518660,20250605,7.468833,7.442067,7.412291,7.370105,0.071962,0.9764,0.026766,温和多头排列,0.3
518660,20250604,7.4475,7.413933,7.399236,7.359829,0.054104,0.7351,0.033567,微弱多头排列,0.05
518660,20250603,7.402333,7.3818,7.383164,7.351162,0.030638,0.4168,0.020533,震荡排列,0.0
518660,20250530,7.337,7.344333,7.361509,7.341976,0.002357,0.0321,-0.007333,震荡排列,0.0
518660,20250529,7.3245,7.348133,7.355945,7.343767,0.004366,0.0595,-0.023633,震荡排列,0.0
518660,20250528,7.3675,7.385,7.358745,7.353,0.032,0.4352,-0.0175,微弱多头排列,0.05
518660,20250527,7.387333,7.402267,7.346727,7.356148,0.046119,0.6269,-0.014934,震荡排列,0.0
518660,20250526,7.4255,7.412133,7.335745,7.361181,0.050952,0.6922,0.013367,震荡排列,0.0
