代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列
588290,20250627,1.4875,1.483,1.467145,1.459314,0.023686,1.6231,0.0045,强势多头排列
588290,20250626,1.487333,1.476667,1.461,1.45661,0.020057,1.377,0.010666,强势多头排列
588290,20250625,1.48,1.467467,1.454,1.453643,0.013824,0.951,0.012533,强势多头排列
588290,20250624,1.454167,1.4492,1.443436,1.448943,0.000257,0.0177,0.004967,弱势多头
588290,20250623,1.439333,1.4384,1.438236,1.44711,-0.00871,-0.6019,0.000933,弱势多头
588290,20250620,1.4375,1.4362,1.4388,1.447852,-0.011652,-0.8048,0.0013,强势空头排列
588290,20250619,1.438333,1.437,1.441764,1.449505,-0.012505,-0.8627,0.001333,强势空头排列
588290,20250618,1.434167,1.434867,1.444109,1.450529,-0.015662,-1.0797,-0.0007,强势空头排列
588290,20250617,1.4315,1.434733,1.447345,1.452033,-0.0173,-1.1914,-0.003233,强势空头排列
588290,20250616,1.437333,1.4408,1.453491,1.455024,-0.014224,-0.9776,-0.003467,强势空头排列
588290,20250613,1.441167,1.447067,1.457873,1.457233,-0.010166,-0.6976,-0.0059,弱势多头
588290,20250612,1.446,1.455467,1.462055,1.459343,-0.003876,-0.2656,-0.009467,弱势多头
588290,20250611,1.459833,1.467533,1.466273,1.461862,0.005671,0.3879,-0.0077,强势多头排列
588290,20250610,1.471,1.474533,1.467255,1.463062,0.011471,0.784,-0.003533,强势多头排列
588290,20250609,1.487833,1.481667,1.468182,1.464495,0.017172,1.1726,0.006166,强势多头排列
588290,20250606,1.482,1.4738,1.461909,1.462633,0.011167,0.7635,0.0082,弱势多头
588290,20250605,1.472667,1.465067,1.4558,1.46131,0.003757,0.2571,0.0076,弱势多头
588290,20250604,1.454167,1.4518,1.449,1.460076,-0.008276,-0.5668,0.002367,弱势多头
588290,20250603,1.450667,1.447067,1.448055,1.462138,-0.015071,-1.0308,0.0036,强势空头排列
588290,20250530,1.443833,1.442667,1.447873,1.464752,-0.022085,-1.5078,0.001166,强势空头排列
588290,20250529,1.445,1.4442,1.451382,1.469338,-0.025138,-1.7108,0.0008,强势空头排列
588290,20250528,1.4355,1.439867,1.4518,1.472348,-0.032481,-2.2061,-0.004367,强势空头排列
588290,20250527,1.442167,1.447533,1.458655,1.478362,-0.030829,-2.0853,-0.005366,强势空头排列
588290,20250526,1.450667,1.456133,1.465527,1.484148,-0.028015,-1.8876,-0.005466,强势空头排列
588290,20250523,1.454833,1.461533,1.470618,1.488848,-0.027315,-1.8346,-0.0067,强势空头排列
588290,20250522,1.469167,1.471533,1.478145,1.49469,-0.023157,-1.5493,-0.002366,强势空头排列
588290,20250521,1.474667,1.475067,1.483018,1.498748,-0.023681,-1.5801,-0.0004,强势空头排列
588290,20250520,1.478,1.4792,1.488382,1.502552,-0.023352,-1.5542,-0.0012,强势空头排列
588290,20250519,1.476,1.481133,1.4932,1.505648,-0.024515,-1.6282,-0.005133,强势空头排列
588290,20250516,1.479333,1.4854,1.499364,1.509114,-0.023714,-1.5714,-0.006067,强势空头排列
588290,20250515,1.489833,1.493333,1.507364,1.513314,-0.019981,-1.3203,-0.0035,强势空头排列
588290,20250514,1.5015,1.503333,1.5148,1.517157,-0.013824,-0.9112,-0.001833,强势空头排列
588290,20250513,1.499,1.507533,1.517455,1.518614,-0.011081,-0.7297,-0.008533,强势空头排列
588290,20250512,1.507,1.5176,1.521582,1.520505,-0.002905,-0.1911,-0.0106,弱势多头
