代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列
513220,20250627,1.243667,1.2402,1.229145,1.229867,0.010333,0.8402,0.003467,弱势多头
513220,20250626,1.242667,1.2344,1.225491,1.22849,0.00591,0.4811,0.008267,弱势多头
513220,20250625,1.238,1.2266,1.222473,1.227262,-0.000662,-0.0539,0.0114,弱势多头
513220,20250624,1.217333,1.212267,1.217236,1.22469,-0.012423,-1.0144,0.005066,强势空头排列
513220,20250623,1.202333,1.206067,1.216509,1.22429,-0.018223,-1.4885,-0.003734,强势空头排列
513220,20250620,1.199667,1.208333,1.220473,1.226048,-0.017715,-1.4449,-0.008666,强势空头排列
513220,20250619,1.210333,1.2164,1.227418,1.229276,-0.012876,-1.0474,-0.006067,强势空头排列
513220,20250618,1.2275,1.228133,1.235309,1.232933,-0.0048,-0.3893,-0.000633,弱势多头
513220,20250617,1.231833,1.234267,1.238655,1.234443,-0.000176,-0.0143,-0.002434,弱势多头
513220,20250616,1.229,1.235467,1.238382,1.234405,0.001062,0.086,-0.006467,弱势多头
513220,20250613,1.234167,1.2404,1.238709,1.235057,0.005343,0.4326,-0.006233,强势多头排列
513220,20250612,1.250833,1.250467,1.241655,1.2372,0.013267,1.0723,0.000366,强势多头排列
513220,20250611,1.256,1.251,1.239073,1.236967,0.014033,1.1345,0.005,强势多头排列
513220,20250610,1.248,1.243467,1.233036,1.235167,0.0083,0.672,0.004533,弱势多头
513220,20250609,1.244667,1.2376,1.228964,1.234652,0.002948,0.2388,0.007067,弱势多头
513220,20250606,1.230667,1.2252,1.222982,1.233167,-0.007967,-0.6461,0.005467,弱势多头
513220,20250605,1.2265,1.221933,1.222182,1.23431,-0.012377,-1.0027,0.004567,强势空头排列
513220,20250604,1.213333,1.2146,1.220618,1.234805,-0.020205,-1.6363,-0.001267,强势空头排列
513220,20250603,1.210667,1.213667,1.223036,1.237052,-0.023385,-1.8904,-0.003,强势空头排列
513220,20250530,1.2145,1.217933,1.228436,1.240381,-0.022448,-1.8098,-0.003433,强势空头排列
513220,20250529,1.224833,1.226067,1.235509,1.24399,-0.017923,-1.4408,-0.001234,强势空头排列
513220,20250528,1.220167,1.225733,1.2382,1.244724,-0.018991,-1.5257,-0.005566,强势空头排列
513220,20250527,1.231167,1.236,1.246073,1.247357,-0.011357,-0.9105,-0.004833,强势空头排列
513220,20250526,1.2345,1.242133,1.250691,1.247781,-0.005648,-0.4526,-0.007633,弱势多头
513220,20250523,1.246833,1.251667,1.2568,1.2485,0.003167,0.2537,-0.004834,弱势多头
513220,20250522,1.255667,1.2568,1.259836,1.247238,0.009562,0.7667,-0.001133,弱势多头
513220,20250521,1.264167,1.262667,1.262273,1.245186,0.017481,1.4039,0.0015,强势多头排列
513220,20250520,1.261167,1.263267,1.260636,1.24059,0.022677,1.8279,-0.0021,强势多头排列
513220,20250519,1.2565,1.2614,1.257891,1.23499,0.02641,2.1385,-0.0049,强势多头排列
513220,20250516,1.266,1.2656,1.2572,1.23041,0.03519,2.86,0.0004,强势多头排列
513220,20250515,1.272833,1.266933,1.254455,1.224981,0.041952,3.4247,0.0059,强势多头排列
513220,20250514,1.27,1.261333,1.247473,1.217548,0.043785,3.5962,0.008667,强势多头排列
