代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列,排列评分
515030,20250627,1.258,1.254133,1.235455,1.223505,0.030628,2.5033,0.003867,强势多头排列,1.0
515030,20250626,1.2595,1.247133,1.228727,1.219667,0.027466,2.2519,0.012367,中等多头排列,0.6
515030,20250625,1.250833,1.235133,1.220764,1.2153,0.019833,1.6319,0.0157,中等多头排列,0.6
515030,20250624,1.224833,1.216,1.210382,1.209852,0.006148,0.5082,0.008833,微弱多头排列,0.05
515030,20250623,1.199333,1.199867,1.202436,1.206019,-0.006152,-0.5101,-0.000534,温和空头排列,-0.3
515030,20250620,1.195167,1.197533,1.202436,1.206514,-0.008981,-0.7444,-0.002366,温和空头排列,-0.3
515030,20250619,1.201333,1.201533,1.205764,1.208857,-0.007324,-0.6059,-0.0002,温和空头排列,-0.3
515030,20250618,1.2035,1.204333,1.207982,1.21081,-0.006477,-0.5349,-0.000833,温和空头排列,-0.3
515030,20250617,1.202167,1.206067,1.209091,1.212324,-0.006257,-0.5161,-0.0039,温和空头排列,-0.3
515030,20250616,1.204,1.208067,1.210255,1.214124,-0.006057,-0.4989,-0.004067,微弱空头排列,-0.05
515030,20250613,1.213167,1.213067,1.212473,1.216743,-0.003676,-0.3021,0.0001,震荡排列,0.0
515030,20250612,1.2185,1.216267,1.213636,1.218857,-0.00259,-0.2125,0.002233,震荡排列,0.0
515030,20250611,1.215167,1.214267,1.211836,1.219724,-0.005457,-0.4474,0.0009,震荡排列,0.0
515030,20250610,1.208,1.210267,1.209236,1.220329,-0.010062,-0.8245,-0.002267,震荡排列,0.0
515030,20250609,1.213667,1.212867,1.210909,1.223181,-0.010314,-0.8432,0.0008,震荡排列,0.0
515030,20250606,1.2145,1.211,1.211527,1.225138,-0.014138,-1.154,0.0035,微弱空头排列,-0.05
515030,20250605,1.212667,1.2094,1.212964,1.227176,-0.017776,-1.4485,0.003267,中等空头排列,-0.6
515030,20250604,1.205333,1.2058,1.214745,1.228833,-0.023033,-1.8744,-0.000467,中等空头排列,-0.6
