代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列
159857,20250627,0.554333,0.553133,0.549345,0.54801,0.005123,0.9348,0.0012,强势多头排列
159857,20250626,0.552667,0.550533,0.547545,0.547114,0.003419,0.6249,0.002134,强势多头排列
159857,20250625,0.552167,0.548733,0.546655,0.546652,0.002081,0.3807,0.003434,强势多头排列
159857,20250624,0.5465,0.544733,0.544782,0.545662,-0.000929,-0.1703,0.001767,强势空头排列
159857,20250623,0.541167,0.542,0.543745,0.545148,-0.003148,-0.5775,-0.000833,强势空头排列
159857,20250620,0.540667,0.542133,0.544345,0.545424,-0.003291,-0.6034,-0.001466,强势空头排列
159857,20250619,0.5425,0.543467,0.5456,0.546062,-0.002595,-0.4752,-0.000967,强势空头排列
159857,20250618,0.546667,0.546333,0.5474,0.54701,-0.000677,-0.1238,0.000334,弱势多头
159857,20250617,0.545,0.546133,0.547327,0.547081,-0.000948,-0.1733,-0.001133,弱势多头
159857,20250616,0.545833,0.547067,0.547691,0.547529,-0.000462,-0.0844,-0.001234,弱势多头
159857,20250613,0.547167,0.548133,0.547782,0.547971,0.000162,0.0296,-0.000966,弱势多头
159857,20250612,0.550667,0.5504,0.548527,0.548795,0.001605,0.2925,0.000267,弱势多头
159857,20250611,0.5505,0.5498,0.547655,0.548971,0.000829,0.151,0.0007,弱势多头
159857,20250610,0.548833,0.5484,0.546473,0.549186,-0.000786,-0.1431,0.000433,弱势多头
159857,20250609,0.549833,0.548133,0.546273,0.549995,-0.001862,-0.3385,0.0017,弱势多头
159857,20250606,0.5465,0.545067,0.544909,0.550248,-0.005181,-0.9416,0.001433,弱势多头
159857,20250605,0.5455,0.544533,0.545,0.551252,-0.006719,-1.2189,0.000967,强势空头排列
159857,20250604,0.542333,0.542933,0.545,0.552105,-0.009172,-1.6613,-0.0006,强势空头排列
159857,20250603,0.541333,0.542333,0.545891,0.55329,-0.010957,-1.9803,-0.001,强势空头排列
159857,20250530,0.543833,0.544533,0.548327,0.555062,-0.010529,-1.8969,-0.0007,强势空头排列
159857,20250529,0.546,0.5466,0.550836,0.556648,-0.010048,-1.8051,-0.0006,强势空头排列
159857,20250528,0.5445,0.546467,0.552145,0.557448,-0.010981,-1.9699,-0.001967,强势空头排列
159857,20250527,0.547667,0.550067,0.555327,0.558924,-0.008857,-1.5847,-0.0024,强势空头排列
159857,20250526,0.551167,0.553933,0.5586,0.56009,-0.006157,-1.0993,-0.002766,强势空头排列
159857,20250523,0.553667,0.556667,0.561164,0.560662,-0.003995,-0.7126,-0.003,弱势多头
159857,20250522,0.559667,0.561133,0.564218,0.56139,-0.000257,-0.0458,-0.001466,弱势多头
159857,20250521,0.5635,0.563733,0.566145,0.5614,0.002333,0.4156,-0.000233,弱势多头
